date;country;grocery_pharmacy;parks;residential;retail_recreation;transit_stations;workplaces;weekday;monthday;week;month;quarter;year
2020-11-04;Thailand;2.0;-28.0;0.0;-6.0;-25.0;-8.0;2;4;45;11;4;2020
2020-11-05;South Korea;3.5;29.0;0.5;-11.0;1.0;1.5;3;5;45;11;4;2020
2020-11-05;Thailand;3.0;-26.0;0.0;-6.0;-24.0;-8.0;3;5;45;11;4;2020
2020-11-06;South Korea;5.0;23.5;1.0;-12.0;2.0;0.0;4;6;45;11;4;2020
2020-11-06;Thailand;1.0;-25.0;1.0;-8.0;-26.0;-8.0;4;6;45;11;4;2020
2020-11-07;South Korea;9.5;34.5;1.0;-9.5;3.5;-7.0;5;7;45;11;4;2020
2020-11-07;Thailand;0.0;-26.0;0.0;-7.0;-26.0;-4.0;5;7;45;11;4;2020
2020-11-08;South Korea;-2.0;39.5;0.5;-5.0;4.5;-10.0;6;8;45;11;4;2020
2020-11-08;Thailand;3.0;-16.0;0.0;-5.0;-25.0;-8.0;6;8;45;11;4;2020
2020-11-09;South Korea;12.5;24.0;1.5;-8.0;2.0;1.5;0;9;46;11;4;2020
2020-11-09;Thailand;1.0;-26.0;1.0;-8.0;-26.0;-10.0;0;9;46;11;4;2020
2020-11-10;South Korea;12.0;25.0;-0.5;-3.5;6.5;2.0;1;10;46;11;4;2020
2020-11-10;Thailand;4.0;-23.0;1.0;-6.0;-25.0;-12.0;1;10;46;11;4;2020
2020-11-11;South Korea;9.5;36.5;0.5;-8.5;3.5;1.0;2;11;46;11;4;2020
2020-11-11;Thailand;1.0;-25.0;1.0;-6.0;-24.0;-11.0;2;11;46;11;4;2020
2020-11-12;South Korea;5.0;28.0;0.5;-10.5;1.0;1.5;3;12;46;11;4;2020
2020-11-12;Thailand;0.0;-24.0;1.0;-8.0;-24.0;-12.0;3;12;46;11;4;2020
2020-11-13;South Korea;6.5;22.5;1.0;-12.0;3.0;0.0;4;13;46;11;4;2020
2020-11-13;Thailand;3.0;-22.0;1.0;-6.0;-24.0;-12.0;4;13;46;11;4;2020
2020-11-14;South Korea;8.0;28.0;1.0;-11.5;2.0;-7.5;5;14;46;11;4;2020
2020-11-14;Thailand;3.0;-19.0;-1.0;-5.0;-23.0;-4.0;5;14;46;11;4;2020
2020-11-15;South Korea;16.0;35.0;0.5;-8.5;3.5;-9.0;6;15;46;11;4;2020
2020-11-15;Thailand;6.0;-10.0;-1.0;-2.0;-22.0;-6.0;6;15;46;11;4;2020
2020-11-16;South Korea;10.5;35.0;1.0;-8.0;3.5;1.5;0;16;47;11;4;2020
2020-11-16;Thailand;4.0;-17.0;1.0;-4.0;-23.0;-16.0;0;16;47;11;4;2020
2020-11-17;South Korea;6.0;21.5;0.0;-8.0;5.5;1.5;1;17;47;11;4;2020
2020-11-17;Thailand;4.0;-17.0;1.0;-4.0;-21.0;-18.0;1;17;47;11;4;2020
2020-11-18;South Korea;2.5;6.5;2.0;-16.5;-1.5;0.5;2;18;47;11;4;2020
2020-11-18;Thailand;4.0;-14.0;0.0;-3.0;-18.0;-17.0;2;18;47;11;4;2020
2020-11-19;South Korea;-5.0;-20.0;4.5;-22.0;-8.5;-1.0;3;19;47;11;4;2020
2020-11-19;Thailand;4.0;-7.0;3.0;-1.0;-24.0;-30.0;3;19;47;11;4;2020
2020-11-20;South Korea;5.0;-3.0;2.5;-17.5;-2.0;-0.5;4;20;47;11;4;2020
2020-11-20;Thailand;4.0;-6.0;5.0;-4.0;-30.0;-31.0;4;20;47;11;4;2020
2020-11-21;South Korea;7.5;6.5;3.0;-18.5;-6.0;-8.0;5;21;47;11;4;2020
2020-11-21;Thailand;0.0;-16.0;0.0;-7.0;-24.0;-8.0;5;21;47;11;4;2020
2020-11-22;South Korea;-8.5;-10.0;4.0;-20.0;-11.5;-13.5;6;22;47;11;4;2020
2020-11-22;Thailand;6.0;-12.0;-2.0;-2.0;-21.0;-9.0;6;22;47;11;4;2020
2020-11-23;South Korea;10.5;12.0;3.0;-13.5;-2.5;0.5;0;23;48;11;4;2020
2020-11-23;Thailand;4.0;-17.0;0.0;-4.0;-22.0;-16.0;0;23;48;11;4;2020
2020-11-24;South Korea;6.0;9.5;3.0;-17.5;-2.5;-1.0;1;24;48;11;4;2020
2020-11-24;Thailand;5.0;-15.0;0.0;-4.0;-21.0;-17.0;1;24;48;11;4;2020
2020-11-25;South Korea;5.5;17.5;4.5;-22.5;-5.5;-1.5;2;25;48;11;4;2020
2020-11-25;Thailand;6.0;-13.0;0.0;-1.0;-19.0;-16.0;2;25;48;11;4;2020
2020-11-26;South Korea;2.5;9.5;5.0;-25.5;-9.5;-4.0;3;26;48;11;4;2020
2020-11-26;Thailand;5.0;-15.0;0.0;-1.0;-19.0;-15.0;3;26;48;11;4;2020
2020-11-27;South Korea;4.0;-5.0;7.0;-27.5;-11.0;-6.0;4;27;48;11;4;2020
2020-11-27;Thailand;5.0;-12.0;1.0;-3.0;-21.0;-15.0;4;27;48;11;4;2020
2020-11-28;South Korea;3.5;-16.5;7.5;-31.0;-19.5;-11.5;5;28;48;11;4;2020
2020-11-28;Thailand;5.0;-12.0;-2.0;-1.0;-19.0;-3.0;5;28;48;11;4;2020
2020-11-29;South Korea;8.0;-12.5;6.5;-29.5;-19.5;-14.5;6;29;48;11;4;2020
2020-11-29;Thailand;9.0;-8.0;-2.0;1.0;-18.0;-4.0;6;29;48;11;4;2020
2020-11-30;South Korea;8.0;6.0;6.0;-21.0;-9.5;-5.0;0;30;49;11;4;2020
2020-11-30;Thailand;13.0;-19.0;-1.0;2.0;-19.0;-10.0;0;30;49;11;4;2020
2020-12-01;South Korea;4.0;4.5;6.0;-21.0;-8.0;-5.5;1;1;49;12;4;2020
2020-12-01;Thailand;12.0;-21.0;-1.0;-2.0;-19.0;-6.0;1;1;49;12;4;2020
2020-12-02;South Korea;5.5;8.5;7.0;-25.5;-11.0;-6.0;2;2;49;12;4;2020
2020-12-02;Thailand;10.0;-21.0;-1.0;-1.0;-19.0;-4.0;2;2;49;12;4;2020
2020-12-03;South Korea;-1.5;0.0;7.0;-27.0;-13.0;-7.5;3;3;49;12;4;2020
2020-12-03;Thailand;7.0;-20.0;-1.0;-3.0;-20.0;-4.0;3;3;49;12;4;2020
2020-12-04;South Korea;2.0;-4.5;8.0;-29.0;-12.5;-7.5;4;4;49;12;4;2020
2020-12-04;Thailand;8.0;-16.0;-1.0;-3.0;-20.0;-5.0;4;4;49;12;4;2020
2020-12-05;South Korea;5.0;-7.5;7.5;-30.5;-17.5;-11.0;5;5;49;12;4;2020
2020-12-05;Thailand;10.0;-6.0;1.0;2.0;-22.0;-19.0;5;5;49;12;4;2020
2020-12-06;South Korea;8.5;5.5;6.5;-29.0;-18.5;-14.5;6;6;49;12;4;2020
2020-12-06;Thailand;9.0;-4.0;-2.0;1.0;-23.0;-4.0;6;6;49;12;4;2020
2020-12-07;South Korea;4.0;7.5;7.0;-25.0;-10.5;-5.0;0;7;50;12;4;2020
2020-12-07;Thailand;8.0;-15.0;0.0;-1.0;-28.0;-13.0;0;7;50;12;4;2020
2020-12-08;South Korea;-1.5;4.0;6.5;-26.5;-10.5;-6.5;1;8;50;12;4;2020
2020-12-08;Thailand;6.0;-17.0;-1.0;-4.0;-21.0;-4.0;1;8;50;12;4;2020
2020-12-09;South Korea;-3.5;13.0;8.0;-30.5;-14.5;-8.5;2;9;50;12;4;2020
2020-12-09;Thailand;7.0;-12.0;-2.0;-1.0;-16.0;-5.0;2;9;50;12;4;2020
2020-12-10;South Korea;-2.5;10.0;7.5;-29.5;-14.5;-7.5;3;10;50;12;4;2020
2020-12-10;Thailand;9.0;5.0;5.0;1.0;-27.0;-35.0;3;10;50;12;4;2020
2020-12-11;South Korea;4.5;6.0;8.5;-22.5;-13.5;-9.5;4;11;50;12;4;2020
2020-12-11;Thailand;7.0;7.0;8.0;-5.0;-34.0;-34.0;4;11;50;12;4;2020
2020-12-12;South Korea;8.0;-4.0;9.5;-28.0;-20.5;-14.0;5;12;50;12;4;2020
2020-12-12;Thailand;3.0;-7.0;1.0;-6.0;-26.0;-4.0;5;12;50;12;4;2020
2020-12-13;South Korea;-12.5;-21.0;11.0;-37.0;-30.0;-23.0;6;13;50;12;4;2020
2020-12-13;Thailand;6.0;-8.0;0.0;-5.0;-22.0;-3.0;6;13;50;12;4;2020
2020-12-14;South Korea;6.5;-10.5;9.5;-22.5;-17.0;-10.5;0;14;51;12;4;2020
2020-12-14;Thailand;6.0;-17.0;0.0;-7.0;-21.0;-3.0;0;14;51;12;4;2020
2020-12-15;South Korea;1.0;-14.5;8.5;-22.0;-16.5;-11.5;1;15;51;12;4;2020
2020-12-15;Thailand;9.0;-17.0;0.0;-6.0;-19.0;-5.0;1;15;51;12;4;2020
2020-12-16;South Korea;1.0;-11.5;10.5;-27.0;-21.0;-12.5;2;16;51;12;4;2020
2020-12-16;Thailand;4.0;-16.0;0.0;-7.0;-20.0;-4.0;2;16;51;12;4;2020
2020-12-17;South Korea;0.0;-5.5;10.0;-26.0;-20.5;-11.5;3;17;51;12;4;2020
2020-12-17;Thailand;4.0;-16.0;0.0;-6.0;-19.0;-4.0;3;17;51;12;4;2020
2020-12-18;South Korea;3.0;-10.0;11.5;-27.5;-18.0;-13.0;4;18;51;12;4;2020
2020-12-18;Thailand;5.0;-15.0;0.0;-7.0;-20.0;-4.0;4;18;51;12;4;2020
2020-12-19;South Korea;6.0;-23.0;12.0;-32.0;-27.0;-16.0;5;19;51;12;4;2020
2020-12-19;Thailand;5.0;-19.0;0.0;-7.0;-20.0;2.0;5;19;51;12;4;2020
2020-12-20;South Korea;10.0;-9.5;10.5;-33.5;-29.5;-21.5;6;20;51;12;4;2020
2020-12-20;Thailand;10.0;-12.0;-1.0;-4.0;-20.0;-3.0;6;20;51;12;4;2020
2020-12-21;South Korea;8.5;11.5;9.5;-18.5;-13.0;-11.5;0;21;52;12;4;2020
2020-12-21;Thailand;6.0;-19.0;1.0;-9.0;-24.0;-5.0;0;21;52;12;4;2020
2020-12-22;South Korea;4.0;8.5;7.5;-18.0;-12.0;-11.5;1;22;52;12;4;2020
2020-12-22;Thailand;4.0;-20.0;2.0;-11.0;-28.0;-7.0;1;22;52;12;4;2020
2020-12-23;South Korea;4.5;9.5;9.5;-22.0;-15.0;-12.5;2;23;52;12;4;2020
2020-12-23;Thailand;2.0;-22.0;3.0;-12.0;-29.0;-8.0;2;23;52;12;4;2020
2020-12-24;South Korea;25.0;8.0;8.5;-14.0;-12.0;-15.0;3;24;52;12;4;2020
2020-12-24;Thailand;1.0;-24.0;4.0;-14.0;-32.0;-9.0;3;24;52;12;4;2020
2020-12-25;South Korea;10.5;15.5;29.0;-31.5;-42.0;-67.0;4;25;52;12;4;2020
2020-12-25;Thailand;4.0;-23.0;5.0;-12.0;-39.0;-12.0;4;25;52;12;4;2020
2020-12-26;South Korea;1.5;0.5;13.5;-35.5;-29.5;-23.5;5;26;52;12;4;2020
2020-12-26;Thailand;2.0;-29.0;4.0;-15.0;-41.0;-5.0;5;26;52;12;4;2020
2020-12-27;South Korea;-12.0;7.0;11.5;-37.0;-30.0;-24.5;6;27;52;12;4;2020
2020-12-27;Thailand;2.0;-18.0;3.0;-13.0;-42.0;-6.0;6;27;52;12;4;2020
2020-12-28;South Korea;12.5;26.5;10.0;-17.0;-13.0;-14.5;0;28;53;12;4;2020
2020-12-28;Thailand;7.0;-12.0;5.0;-8.0;-40.0;-21.0;0;28;53;12;4;2020
2020-12-29;South Korea;4.0;-5.0;9.5;-20.0;-15.0;-15.5;1;29;53;12;4;2020
2020-12-29;Thailand;9.0;-9.0;6.0;-8.0;-39.0;-27.0;1;29;53;12;4;2020
2020-12-30;South Korea;1.5;-20.0;12.0;-27.0;-22.5;-18.0;2;30;53;12;4;2020
2020-12-30;Thailand;13.0;-2.0;6.0;-5.0;-39.0;-35.0;2;30;53;12;4;2020
2020-12-31;South Korea;31.5;-10.0;12.5;-17.0;-18.5;-24.0;3;31;53;12;4;2020
2020-12-31;Thailand;21.0;14.0;11.0;-8.0;-48.0;-66.0;3;31;53;12;4;2020
2021-01-01;South Korea;-3.0;11.0;32.5;-46.0;-50.5;-77.0;4;1;53;1;1;2021
2021-01-01;Thailand;7.0;8.0;14.0;-20.0;-57.0;-70.0;4;1;53;1;1;2021
2021-01-02;South Korea;0.0;-14.0;15.5;-37.0;-35.0;-33.5;5;2;53;1;1;2021
2021-01-02;Thailand;3.0;-17.0;8.0;-23.0;-49.0;-43.0;5;2;53;1;1;2021
2021-01-03;South Korea;3.0;-11.5;11.5;-37.5;-33.0;-24.5;6;3;53;1;1;2021
2021-01-03;Thailand;6.0;-23.0;4.0;-20.0;-43.0;-17.0;6;3;53;1;1;2021
2021-01-04;South Korea;6.0;6.0;10.0;-22.0;-15.5;-11.5;0;4;1;1;1;2021
2021-01-04;Thailand;7.0;-29.0;7.0;-18.0;-44.0;-16.0;0;4;1;1;1;2021
2021-01-05;South Korea;1.0;-8.5;9.0;-22.0;-16.0;-12.5;1;5;1;1;1;2021
2021-01-05;Thailand;5.0;-30.0;8.0;-20.0;-46.0;-18.0;1;5;1;1;1;2021
2021-01-06;South Korea;1.0;-2.0;10.5;-28.5;-16.0;-13.5;2;6;1;1;1;2021
2021-01-06;Thailand;3.0;-31.0;8.0;-20.0;-48.0;-17.0;2;6;1;1;1;2021
2021-01-07;South Korea;-16.0;-35.5;14.0;-38.5;-19.5;-18.0;3;7;1;1;1;2021
2021-01-07;Thailand;1.0;-32.0;8.0;-21.0;-49.0;-17.0;3;7;1;1;1;2021
2021-01-08;South Korea;-6.5;-37.5;15.0;-35.0;-24.5;-16.5;4;8;1;1;1;2021
2021-01-08;Thailand;2.0;-34.0;9.0;-22.0;-51.0;-16.0;4;8;1;1;1;2021
2021-01-09;South Korea;5.5;-38.5;14.5;-34.0;-32.0;-18.5;5;9;1;1;1;2021
2021-01-09;Thailand;1.0;-41.0;7.0;-21.0;-52.0;-3.0;5;9;1;1;1;2021
2021-01-10;South Korea;-8.5;-21.5;12.5;-34.0;-34.5;-24.5;6;10;1;1;1;2021
2021-01-10;Thailand;1.0;-37.0;8.0;-20.0;-54.0;-7.0;6;10;1;1;1;2021
2021-01-11;South Korea;9.0;-4.0;10.0;-22.0;-17.5;-12.0;0;11;2;1;1;2021
2021-01-11;Thailand;1.0;-33.0;8.0;-17.0;-50.0;-16.0;0;11;2;1;1;2021
2021-01-12;South Korea;1.5;-3.5;9.0;-23.0;-13.0;-13.0;1;12;2;1;1;2021
2021-01-12;Thailand;1.0;-32.0;8.0;-17.0;-50.0;-18.0;1;12;2;1;1;2021
2021-01-13;South Korea;4.5;8.5;10.0;-24.5;-16.0;-13.5;2;13;2;1;1;2021
2021-01-13;Thailand;-1.0;-33.0;7.0;-18.0;-50.0;-17.0;2;13;2;1;1;2021
2021-01-14;South Korea;4.5;10.0;8.5;-22.0;-18.5;-12.5;3;14;2;1;1;2021
2021-01-14;Thailand;-5.0;-36.0;7.0;-19.0;-52.0;-19.0;3;14;2;1;1;2021
2021-01-15;South Korea;3.5;-4.5;10.0;-26.0;-19.0;-13.5;4;15;2;1;1;2021
2021-01-15;Thailand;-5.0;-39.0;8.0;-22.0;-54.0;-20.0;4;15;2;1;1;2021
2021-01-16;South Korea;8.0;-15.0;10.5;-27.5;-25.0;-15.5;5;16;2;1;1;2021
2021-01-16;Thailand;-5.0;-44.0;6.0;-22.0;-55.0;-9.0;5;16;2;1;1;2021
2021-01-17;South Korea;11.5;-12.5;10.0;-30.5;-29.0;-21.0;6;17;2;1;1;2021
2021-01-17;Thailand;-3.0;-38.0;6.0;-21.0;-56.0;-12.0;6;17;2;1;1;2021
2021-01-18;South Korea;-0.5;-11.0;10.5;-23.0;-17.0;-13.0;0;18;3;1;1;2021
2021-01-18;Thailand;-3.0;-35.0;6.0;-17.0;-51.0;-18.0;0;18;3;1;1;2021
2021-01-19;South Korea;1.5;-2.0;7.5;-17.5;-15.5;-11.5;1;19;3;1;1;2021
2021-01-19;Thailand;-4.0;-35.0;6.0;-18.0;-51.0;-18.0;1;19;3;1;1;2021
2021-01-20;South Korea;7.0;16.5;7.5;-18.0;-14.5;-11.0;2;20;3;1;1;2021
2021-01-20;Thailand;-2.0;-34.0;6.0;-16.0;-50.0;-16.0;2;20;3;1;1;2021
2021-01-21;South Korea;-6.5;-13.0;8.5;-24.0;-19.5;-10.5;3;21;3;1;1;2021
2021-01-21;Thailand;-4.0;-35.0;7.0;-18.0;-51.0;-16.0;3;21;3;1;1;2021
2021-01-22;South Korea;3.0;-5.5;9.5;-22.0;-17.5;-11.0;4;22;3;1;1;2021
2021-01-22;Thailand;-3.0;-36.0;7.0;-19.0;-52.0;-15.0;4;22;3;1;1;2021
2021-01-23;South Korea;10.0;1.5;9.0;-21.0;-20.5;-12.5;5;23;3;1;1;2021
2021-01-23;Thailand;-2.0;-41.0;5.0;-18.0;-52.0;-3.0;5;23;3;1;1;2021
2021-01-24;South Korea;-1.0;35.0;7.0;-18.5;-20.0;-18.0;6;24;3;1;1;2021
2021-01-24;Thailand;-1.0;-33.0;5.0;-16.0;-53.0;-8.0;6;24;3;1;1;2021
2021-01-25;South Korea;15.0;38.0;6.5;-11.0;-10.0;-9.0;0;25;4;1;1;2021
2021-01-25;Thailand;0.0;-32.0;5.0;-14.0;-49.0;-13.0;0;25;4;1;1;2021
2021-01-26;South Korea;0.0;-12.5;7.5;-17.0;-14.0;-10.0;1;26;4;1;1;2021
2021-01-26;Thailand;0.0;-32.0;5.0;-14.0;-49.0;-14.0;1;26;4;1;1;2021
2021-01-27;South Korea;7.5;21.5;7.0;-15.0;-13.0;-9.5;2;27;4;1;1;2021
2021-01-27;Thailand;1.0;-32.0;5.0;-13.0;-49.0;-12.0;2;27;4;1;1;2021
2021-01-28;South Korea;-5.5;-21.0;9.5;-25.0;-21.0;-10.5;3;28;4;1;1;2021
2021-01-28;Thailand;0.0;-33.0;5.0;-14.0;-48.0;-12.0;3;28;4;1;1;2021
2021-01-29;South Korea;2.0;-20.0;10.5;-22.0;-20.5;-10.0;4;29;4;1;1;2021
2021-01-29;Thailand;4.0;-34.0;4.0;-13.0;-48.0;-11.0;4;29;4;1;1;2021
2021-01-30;South Korea;13.0;-4.5;9.0;-18.5;-21.5;-11.0;5;30;4;1;1;2021
2021-01-30;Thailand;6.0;-37.0;2.0;-11.0;-47.0;-2.0;5;30;4;1;1;2021
2021-01-31;South Korea;22.5;20.0;7.0;-15.5;-22.5;-14.5;6;31;4;1;1;2021
2021-01-31;Thailand;10.0;-31.0;1.0;-8.0;-47.0;-6.0;6;31;4;1;1;2021
2021-02-01;South Korea;15.5;10.5;7.5;-9.0;-11.5;-8.0;0;1;5;2;1;2021
2021-02-01;Thailand;10.0;-33.0;0.0;-9.0;-44.0;-7.0;0;1;5;2;1;2021
2021-02-02;South Korea;9.5;-4.5;6.0;-10.0;-11.5;-8.0;1;2;5;2;1;2021
2021-02-02;Thailand;9.0;-31.0;0.0;-8.0;-44.0;-9.0;1;2;5;2;1;2021
2021-02-03;South Korea;12.0;4.5;7.0;-15.0;-13.0;-8.0;2;3;5;2;1;2021
2021-02-03;Thailand;5.0;-31.0;1.0;-9.0;-43.0;-8.0;2;3;5;2;1;2021
2021-02-04;South Korea;4.0;-6.5;8.0;-17.0;-14.0;-8.5;3;4;5;2;1;2021
2021-02-04;Thailand;3.0;-32.0;1.0;-11.0;-43.0;-8.0;3;4;5;2;1;2021
2021-02-05;South Korea;11.0;0.0;7.5;-15.5;-12.5;-8.0;4;5;5;2;1;2021
2021-02-05;Thailand;7.0;-32.0;1.0;-10.0;-43.0;-8.0;4;5;5;2;1;2021
2021-02-06;South Korea;16.0;2.5;7.5;-16.5;-17.0;-8.0;5;6;5;2;1;2021
2021-02-06;Thailand;5.0;-35.0;1.0;-9.0;-44.0;0.0;5;6;5;2;1;2021
2021-02-07;South Korea;27.5;9.0;7.0;-13.5;-19.5;-11.5;6;7;5;2;1;2021
2021-02-07;Thailand;7.0;-28.0;1.0;-8.0;-45.0;-7.0;6;7;5;2;1;2021
2021-02-08;South Korea;22.5;5.5;6.5;-5.5;-9.0;-8.0;0;8;6;2;1;2021
2021-02-08;Thailand;5.0;-32.0;0.0;-10.0;-43.0;-8.0;0;8;6;2;1;2021
2021-02-09;South Korea;31.0;11.0;4.0;0.5;-4.0;-8.0;1;9;6;2;1;2021
2021-02-09;Thailand;6.0;-33.0;1.0;-10.0;-42.0;-10.0;1;9;6;2;1;2021
2021-02-10;South Korea;60.5;18.0;6.5;-0.5;-4.5;-15.5;2;10;6;2;1;2021
2021-02-10;Thailand;17.0;-28.0;-1.0;-4.0;-37.0;-8.0;2;10;6;2;1;2021
2021-02-11;South Korea;63.0;29.5;19.5;-21.5;-32.5;-74.0;3;11;6;2;1;2021
2021-02-11;Thailand;4.0;-27.0;0.0;-11.0;-40.0;-12.0;3;11;6;2;1;2021
2021-02-12;South Korea;-23.0;51.0;21.0;-51.5;-45.5;-83.0;4;12;6;2;1;2021
2021-02-12;Thailand;6.0;-18.0;6.0;-7.0;-48.0;-38.0;4;12;6;2;1;2021
2021-02-13;South Korea;-8.5;31.5;9.5;-29.5;-29.0;-51.5;5;13;6;2;1;2021
2021-02-13;Thailand;5.0;-26.0;1.0;-9.0;-44.0;-10.0;5;13;6;2;1;2021
2021-02-14;South Korea;-10.0;11.0;7.0;-19.5;-21.5;-18.5;6;14;6;2;1;2021
2021-02-14;Thailand;10.0;-18.0;-2.0;-1.0;-38.0;-8.0;6;14;6;2;1;2021
2021-02-15;South Korea;13.0;0.0;7.5;-6.5;-13.5;-10.5;0;15;7;2;1;2021
2021-02-15;Thailand;9.0;-28.0;-1.0;-7.0;-38.0;-7.0;0;15;7;2;1;2021
2021-02-16;South Korea;3.0;-12.0;5.5;-10.0;-12.0;-8.0;1;16;7;2;1;2021
2021-02-16;Thailand;8.0;-29.0;0.0;-9.0;-40.0;-8.0;1;16;7;2;1;2021
2021-02-17;South Korea;0.5;-21.0;7.5;-17.5;-18.5;-8.5;2;17;7;2;1;2021
2021-02-17;Thailand;7.0;-29.0;0.0;-8.0;-39.0;-7.0;2;17;7;2;1;2021
2021-02-18;South Korea;3.5;-11.5;6.5;-13.5;-17.0;-7.5;3;18;7;2;1;2021
2021-02-18;Thailand;17.0;-25.0;-3.0;-1.0;-35.0;-5.0;3;18;7;2;1;2021
2021-02-19;South Korea;10.0;4.0;6.5;-11.0;-12.0;-7.0;4;19;7;2;1;2021
2021-02-19;Thailand;22.0;-24.0;-1.0;0.0;-35.0;-4.0;4;19;7;2;1;2021
2021-02-20;South Korea;15.5;23.0;5.5;-10.0;-12.0;-6.0;5;20;7;2;1;2021
2021-02-20;Thailand;20.0;-26.0;-2.0;1.0;-36.0;3.0;5;20;7;2;1;2021
2021-02-21;South Korea;23.0;51.0;4.5;-5.5;-10.5;-10.0;6;21;7;2;1;2021
2021-02-21;Thailand;21.0;-17.0;-2.0;3.0;-36.0;-3.0;6;21;7;2;1;2021
2021-02-22;South Korea;18.0;33.0;4.5;-1.5;-6.5;-6.0;0;22;8;2;1;2021
2021-02-22;Thailand;18.0;-24.0;-2.0;0.0;-35.0;-4.0;0;22;8;2;1;2021
2021-02-23;South Korea;12.5;13.5;3.5;-2.0;-6.5;-6.5;1;23;8;2;1;2021
2021-02-23;Thailand;16.0;-23.0;-1.0;-1.0;-35.0;-5.0;1;23;8;2;1;2021
2021-02-24;South Korea;14.0;26.0;4.5;-6.5;-8.5;-7.5;2;24;8;2;1;2021
2021-02-24;Thailand;15.0;-23.0;-1.0;-1.0;-35.0;-4.0;2;24;8;2;1;2021
2021-02-25;South Korea;14.0;7.0;4.5;-8.5;-11.0;-6.5;3;25;8;2;1;2021
2021-02-25;Thailand;30.0;-16.0;-5.0;10.0;-26.0;-4.0;3;25;8;2;1;2021
2021-02-26;South Korea;14.5;20.5;5.5;-7.5;-8.5;-7.5;4;26;8;2;1;2021
2021-02-26;Thailand;32.0;-2.0;5.0;10.0;-39.0;-43.0;4;26;8;2;1;2021
2021-02-27;South Korea;17.5;29.0;3.0;-7.5;-7.0;-7.0;5;27;8;2;1;2021
2021-02-27;Thailand;23.0;-14.0;-2.0;5.0;-35.0;-6.0;5;27;8;2;1;2021
2021-02-28;South Korea;11.0;51.0;2.0;0.0;-3.0;-13.0;6;28;8;2;1;2021
2021-02-28;Thailand;26.0;-9.0;-4.0;7.0;-29.0;-3.0;6;28;8;2;1;2021
2021-03-01;South Korea;11.0;-33.0;23.5;-15.0;-40.5;-63.5;0;1;9;3;1;2021
2021-03-01;Thailand;23.0;-22.0;-3.0;3.0;-30.0;-3.0;0;1;9;3;1;2021
2021-03-02;South Korea;21.5;11.0;2.5;-1.0;-3.5;-5.0;1;2;9;3;1;2021
2021-03-02;Thailand;21.0;-22.0;-2.0;3.0;-31.0;-4.0;1;2;9;3;1;2021
2021-03-03;South Korea;22.0;27.0;3.0;-5.5;-6.5;-5.0;2;3;9;3;1;2021
2021-03-03;Thailand;15.0;-25.0;-1.0;1.0;-32.0;-4.0;2;3;9;3;1;2021
2021-03-04;South Korea;10.5;15.5;3.5;-8.5;-9.0;-4.5;3;4;9;3;1;2021
2021-03-04;Thailand;23.0;-20.0;-3.0;6.0;-28.0;-3.0;3;4;9;3;1;2021
2021-03-05;South Korea;15.5;25.0;3.5;-7.5;-5.5;-4.0;4;5;9;3;1;2021
2021-03-05;Thailand;23.0;-21.0;-2.0;4.0;-29.0;-4.0;4;5;9;3;1;2021
2021-03-06;South Korea;16.5;11.5;5.5;-8.0;-12.5;-6.0;5;6;9;3;1;2021
2021-03-06;Thailand;22.0;-21.0;-3.0;6.0;-29.0;3.0;5;6;9;3;1;2021
2021-03-07;South Korea;28.5;43.5;4.5;-2.0;-9.5;-8.5;6;7;9;3;1;2021
2021-03-07;Thailand;21.0;-12.0;-3.0;6.0;-30.0;-2.0;6;7;9;3;1;2021
2021-03-08;South Korea;21.5;42.5;3.0;-1.0;-3.0;-4.5;0;8;10;3;1;2021
2021-03-08;Thailand;16.0;-22.0;-2.0;1.0;-31.0;-3.0;0;8;10;3;1;2021
2021-03-09;South Korea;16.5;31.0;1.0;0.0;-1.5;-4.0;1;9;10;3;1;2021
2021-03-09;Thailand;15.0;-21.0;-2.0;0.0;-31.0;-4.0;1;9;10;3;1;2021
2021-03-10;South Korea;16.5;41.5;3.0;-4.5;-4.5;-4.0;2;10;10;3;1;2021
2021-03-10;Thailand;14.0;-22.0;-2.0;1.0;-31.0;-3.0;2;10;10;3;1;2021
2021-03-11;South Korea;13.5;26.0;3.0;-6.0;-7.0;-3.5;3;11;10;3;1;2021
2021-03-11;Thailand;21.0;-19.0;-3.0;5.0;-28.0;-2.0;3;11;10;3;1;2021
2021-03-12;South Korea;12.5;-1.5;4.5;-10.5;-8.5;-5.0;4;12;10;3;1;2021
2021-03-12;Thailand;21.0;-20.0;-2.0;3.0;-30.0;-2.0;4;12;10;3;1;2021
2021-03-13;South Korea;23.0;32.0;3.5;-5.0;-6.5;-6.0;5;13;10;3;1;2021
2021-03-13;Thailand;19.0;-21.0;-2.0;4.0;-30.0;3.0;5;13;10;3;1;2021
2021-03-14;South Korea;12.0;45.0;3.5;-1.0;-6.0;-9.0;6;14;10;3;1;2021
2021-03-14;Thailand;19.0;-12.0;-3.0;4.0;-31.0;0.0;6;14;10;3;1;2021
2021-03-15;South Korea;24.5;39.0;3.0;-1.0;-2.0;-3.0;0;15;11;3;1;2021
2021-03-15;Thailand;18.0;-20.0;-2.0;2.0;-30.0;-2.0;0;15;11;3;1;2021
2021-03-16;South Korea;17.5;27.0;1.0;1.0;-1.5;-3.0;1;16;11;3;1;2021
